0	0	<unk>	:	3.89182029811062661065
0	0	<unk>	''	3.89182029811062661065
0	0	<unk>	CC	3.89182029811062661065
0	0	<unk>	CD	3.89182029811062661065
0	0	<unk>	DT	3.89182029811062661065
0	0	<unk>	EX	3.89182029811062661065
0	0	<unk>	FW	3.89182029811062661065
0	0	<unk>	IN	3.89182029811062661065
0	0	<unk>	IN/that	3.89182029811062661065
0	0	<unk>	JJ	3.89182029811062661065
0	0	<unk>	JJR	3.89182029811062661065
0	0	<unk>	JJS	3.89182029811062661065
0	0	<unk>	LS	3.89182029811062661065
0	0	<unk>	MD	3.89182029811062661065
0	0	<unk>	NN	3.89182029811062661065
0	0	<unk>	NNS	3.89182029811062661065
0	0	<unk>	NP	3.89182029811062661065
0	0	<unk>	PDT	3.89182029811062661065
0	0	<unk>	POS	3.89182029811062661065
0	0	<unk>	PP	3.89182029811062661065
0	0	<unk>	PP$	3.89182029811062661065
0	0	<unk>	RB	3.89182029811062661065
0	0	<unk>	RBR	3.89182029811062661065
0	0	<unk>	RBS	3.89182029811062661065
0	0	<unk>	RP	3.89182029811062661065
0	0	<unk>	SENT	3.89182029811062661065
0	0	<unk>	SYM	3.89182029811062661065
0	0	<unk>	TO	3.89182029811062661065
0	0	<unk>	UH	3.89182029811062661065
0	0	<unk>	VB	3.89182029811062661065
0	0	<unk>	VBD	3.89182029811062661065
0	0	<unk>	VBN	3.89182029811062661065
0	0	<unk>	VBP	3.89182029811062661065
0	0	<unk>	VBZ	3.89182029811062661065
0	0	<unk>	VH	3.89182029811062661065
0	0	<unk>	VHD	3.89182029811062661065
0	0	<unk>	VHG	3.89182029811062661065
0	0	<unk>	VHP	3.89182029811062661065
0	0	<unk>	VHZ	3.89182029811062661065
0	0	<unk>	VV	3.89182029811062661065
0	0	<unk>	VVD	3.89182029811062661065
0	0	<unk>	VVG	3.89182029811062661065
0	0	<unk>	VVN	3.89182029811062661065
0	0	<unk>	VVP	3.89182029811062661065
0	0	<unk>	VVZ	3.89182029811062661065
0	0	<unk>	WDT	3.89182029811062661065
0	0	<unk>	WP	3.89182029811062661065
0	0	<unk>	WP$	3.89182029811062661065
0	0	<unk>	WRB	3.89182029811062661065
0
