0	0	-	:	2.61495977803619811248
0	0	:	:	2.61495977803619811248
0	0	'	''	4.40671924726425311370
0	0	1000	CD	3.71357206670430780387
0	0	13	CD	3.71357206670430780387
0	0	13th	JJ	4.40671924726425311370
0	0	16	CD	4.40671924726425311370
0	0	17	CD	4.40671924726425311370
0	0	1990	CD	4.40671924726425311370
0	0	1995	CD	4.40671924726425311370
0	0	1998	CD	4.40671924726425311370
0	0	1	CD	3.71357206670430780387
0	0	1st	JJ	3.71357206670430780387
0	0	2000	CD	3.71357206670430780387
0	0	2009	CD	4.40671924726425311370
0	0	2010	CD	4.40671924726425311370
0	0	2012	CD	2.61495977803619811248
0	0	20	CD	3.71357206670430780387
0	0	21	CD	3.30810695859614342203
0	0	24	CD	3.30810695859614342203
0	0	24	RB	4.40671924726425311370
0	0	2	CD	2.00882397446588256926
0	0	3	CD	2.20949466992803373054
0	0	3d	JJ	3.71357206670430780387
0	0	3d	NNS	4.40671924726425311370
0	0	3	LS	4.40671924726425311370
0	0	4	CD	4.40671924726425311370
0	0	70s	JJ	4.40671924726425311370
0	0	7	CD	3.71357206670430780387
0	0	9-11	CD	4.40671924726425311370
0	0	9	CD	4.40671924726425311370
0	0	aankhen	NN	3.71357206670430780387
0	0	abbey	NN	3.30810695859614342203
0	0	about	IN	-.85077612476352843461
0	0	about	RB	1.63413052502447187562
0	0	above	IN	4.40671924726425311370
0	0	abrams	NNS	3.71357206670430780387
0	0	abramson	NN	4.40671924726425311370
0	0	academy	NN	3.30810695859614342203
0	0	accumalate	NN	4.40671924726425311370
0	0	acted	VVD	2.61495977803619811248
0	0	acted	VVN	2.46080909820893980824
0	0	acting	VVG	4.40671924726425311370
0	0	action	NN	2.79728133483015273877
0	0	activity	NN	4.40671924726425311370
0	0	actor	NN	.49469624183610705467
0	0	actors	NNS	.94098334446452656620
0	0	actress	NN	2.00882397446588256926
0	0	acts	VVZ	4.40671924726425311370
0	0	act	VV	4.40671924726425311370
0	0	act	VVP	4.40671924726425311370
0	0	adam	NN	4.40671924726425311370
0	0	additional	JJ	4.40671924726425311370
0	0	ad	NN	4.40671924726425311370
0	0	a	DT	-1.05711255776135695616
0	0	adult	JJ	4.40671924726425311370
0	0	adults	NNS	4.40671924726425311370
0	0	adventeurous	JJ	4.40671924726425311370
0	0	african	JJ	3.71357206670430780387
0	0	africa	NN	3.71357206670430780387
0	0	africa	NP	4.40671924726425311370
0	0	after	IN	4.40671924726425311370
0	0	aged	VVN	4.40671924726425311370
0	0	age	NN	2.61495977803619811248
0	0	ages	NNS	4.40671924726425311370
0	0	ages	VVZ	3.71357206670430780387
0	0	aguirre	JJ	4.40671924726425311370
0	0	akrend	NN	4.40671924726425311370
0	0	alan	JJ	3.71357206670430780387
0	0	albert	NN	2.00882397446588256926
0	0	alberts	NNS	3.71357206670430780387
0	0	albery	NN	4.40671924726425311370
0	0	album	NN	3.71357206670430780387
0	0	albums	NNS	4.40671924726425311370
0	0	alfred	NN	1.63413052502447187562
0	0	alfred	NNS	4.40671924726425311370
0	0	alfred	NP	2.79728133483015273877
0	0	alive	JJ	4.40671924726425311370
0	0	all	DT	-.23767165187711955101
0	0	allen	JJ	4.40671924726425311370
0	0	allen	NN	2.46080909820893980824
0	0	all	PDT	1.36219680954083011681
0	0	all	RB	1.92181259747625280306
0	0	alone	RB	4.40671924726425311370
0	0	also	RB	3.02042488614436249445
0	0	amazing	JJ	2.20949466992803373054
0	0	amelie	NN	3.02042488614436249445
0	0	american	JJ	3.71357206670430780387
0	0	america	NN	1.84176988980271637727
0	0	american	NN	3.71357206670430780387
0	0	amityville	NN	4.40671924726425311370
0	0	amount	NN	4.40671924726425311370
0	0	am	VBP	1.63413052502447187562
0	0	anchorman	NN	4.40671924726425311370
0	0	and	CC	.18721154208814641420
0	0	anderson	NN	2.46080909820893980824
0	0	andrew	JJ	3.30810695859614342203
0	0	andrew	NN	4.40671924726425311370
0	0	an	DT	1.92181259747625280306
0	0	angelina	NN	1.76766191764899449877
0	0	angelina	NP	4.40671924726425311370
0	0	angels	NNS	4.40671924726425311370
0	0	animated	JJ	3.71357206670430780387
0	0	anime	NN	4.40671924726425311370
0	0	aniston	NN	4.40671924726425311370
0	0	annamayya	NN	4.40671924726425311370
0	0	anna	NN	3.71357206670430780387
0	0	anne	NN	3.30810695859614342203
0	0	annette	NN	4.40671924726425311370
0	0	ann	NP	3.30810695859614342203
0	0	another	DT	3.30810695859614342203
0	0	antogonist	NN	4.40671924726425311370
0	0	ants	NNS	2.61495977803619811248
0	0	antwon	NN	4.40671924726425311370
0	0	any	DT	.79580133462002866893
0	0	anymore	RB	4.40671924726425311370
0	0	anyone	NN	4.40671924726425311370
0	0	anyother	RB	4.40671924726425311370
0	0	anything	NN	3.02042488614436249445
0	0	apartheid	NN	3.71357206670430780387
0	0	apocolypse	NN	4.40671924726425311370
0	0	apollo	NN	1.51634748936808842108
0	0	appeared	VVD	3.71357206670430780387
0	0	appear	VVP	4.40671924726425311370
0	0	appolo	NP	4.40671924726425311370
0	0	appropriate	JJ	2.61495977803619811248
0	0	appropriate	VVP	4.40671924726425311370
0	0	arabic	JJ	3.30810695859614342203
0	0	are	VBP	-.64952655808405494413
0	0	arguments	NNS	4.40671924726425311370
0	0	armstrong	NN	4.40671924726425311370
0	0	around	RB	4.40671924726425311370
0	0	art	NN	4.40671924726425311370
0	0	arts	NNS	3.71357206670430780387
0	0	asia	NN	3.30810695859614342203
0	0	asia	NNS	4.40671924726425311370
0	0	as	IN	2.20949466992803373054
0	0	at	IN	.62252961334599195039
0	0	audience	NN	3.30810695859614342203
0	0	aug	NN	4.40671924726425311370
0	0	auqua	NN	4.40671924726425311370
0	0	available	JJ	2.79728133483015273877
0	0	avatar	NN	.20202662787328705361
0	0	avenger	NN	4.40671924726425311370
0	0	avengers	NNS	1.31567679390593725981
0	0	avergers	NNS	4.40671924726425311370
0	0	award	NN	3.02042488614436249445
0	0	awards	NNS	2.10413415427020742927
0	0	away	RB	4.40671924726425311370
0	0	background	NN	4.40671924726425311370
0	0	back	RB	3.02042488614436249445
0	0	bacon	NN	3.71357206670430780387
0	0	bad	JJ	3.30810695859614342203
0	0	bala	NN	4.40671924726425311370
0	0	bald	JJ	4.40671924726425311370
0	0	bale	NN	2.46080909820893980824
0	0	bananas	NNS	3.30810695859614342203
0	0	bank	NN	4.40671924726425311370
0	0	barbra	NN	4.40671924726425311370
0	0	barfi	NN	3.02042488614436249445
0	0	barfi	NNS	3.02042488614436249445
0	0	barrymore	NN	4.40671924726425311370
0	0	barry	NP	4.40671924726425311370
0	0	barty	JJ	4.40671924726425311370
0	0	baseball	NN	4.40671924726425311370
0	0	based	VVN	2.61495977803619811248
0	0	basketball	NN	4.40671924726425311370
0	0	bastardos	NNS	4.40671924726425311370
0	0	batman	NN	2.00882397446588256926
0	0	baumbach	NP	4.40671924726425311370
0	0	bay	NN	3.71357206670430780387
0	0	beaches	NNS	4.40671924726425311370
0	0	beast	NN	4.40671924726425311370
0	0	beatiful	JJ	4.40671924726425311370
0	0	beatle	NN	4.40671924726425311370
0	0	beatles	NNS	4.40671924726425311370
0	0	beautfiul	NN	4.40671924726425311370
0	0	beautiful	JJ	.53551823635636218422
0	0	beauty	NN	3.30810695859614342203
0	0	beaver	VV	4.40671924726425311370
0	0	beaver	VVP	4.40671924726425311370
0	0	because	IN	4.40671924726425311370
0	0	become	VVP	4.40671924726425311370
0	0	been	VBN	1.18784342239605236410
0	0	before	IN	4.40671924726425311370
0	0	beginning	NN	4.40671924726425311370
0	0	begins	VVZ	3.71357206670430780387
0	0	behind	IN	3.30810695859614342203
0	0	believe	VV	4.40671924726425311370
0	0	believe	VVP	4.40671924726425311370
0	0	belle	NN	3.71357206670430780387
0	0	belongs	VVZ	3.30810695859614342203
0	0	bengali	NNS	4.40671924726425311370
0	0	benigni	NP	4.40671924726425311370
0	0	berry	NN	3.30810695859614342203
0	0	best	JJS	2.20949466992803373054
0	0	best	RBS	3.30810695859614342203
0	0	bette	NN	3.30810695859614342203
0	0	between	IN	3.30810695859614342203
0	0	be	VB	.91021168579777287784
0	0	big	JJ	2.46080909820893980824
0	0	bill	NN	3.71357206670430780387
0	0	bing	NNS	4.40671924726425311370
0	0	bings	NNS	3.71357206670430780387
0	0	biographies	NNS	4.40671924726425311370
0	0	biography	NN	2.61495977803619811248
0	0	bio	NN	2.20949466992803373054
0	0	bio	NP	4.40671924726425311370
0	0	birds	NNS	4.40671924726425311370
0	0	birthday	NN	3.71357206670430780387
0	0	black	JJ	.82320030880814311166
0	0	black	NN	3.71357206670430780387
0	0	blanca	NN	4.40671924726425311370
0	0	bleibtreu	NP	4.40671924726425311370
0	0	blind	JJ	3.71357206670430780387
0	0	blondes	NNS	4.40671924726425311370
0	0	blood	NN	4.40671924726425311370
0	0	b	NN	3.30810695859614342203
0	0	boots	NNS	3.71357206670430780387
0	0	born	VVN	3.30810695859614342203
0	0	bourne	NN	3.71357206670430780387
0	0	box	NN	2.00882397446588256926
0	0	box-office	NN	4.40671924726425311370
0	0	boy	NN	4.40671924726425311370
0	0	boys	NNS	3.71357206670430780387
0	0	brad	NN	1.03942341727777908612
0	0	brazil	NN	3.30810695859614342203
0	0	breaking	VVG	3.71357206670430780387
0	0	break	NN	4.40671924726425311370
0	0	break	VVP	4.40671924726425311370
0	0	brian	JJ	4.40671924726425311370
0	0	brian	NP	4.40671924726425311370
0	0	bride	NN	4.40671924726425311370
0	0	bring	VV	2.10413415427020742927
0	0	bring	VVP	4.40671924726425311370
0	0	britain	NN	3.30810695859614342203
0	0	britian	NN	4.40671924726425311370
0	0	british	JJ	2.61495977803619811248
0	0	brittney	NN	4.40671924726425311370
0	0	brooke	NNS	4.40671924726425311370
0	0	brooks	NNS	3.71357206670430780387
0	0	bros.	NN	3.02042488614436249445
0	0	bros	NNS	3.71357206670430780387
0	0	brothers	NNS	2.32727770558441718504
0	0	brown	JJ	4.40671924726425311370
0	0	browse	NN	4.40671924726425311370
0	0	bruce	NN	2.46080909820893980824
0	0	bruckheimer	NNS	4.40671924726425311370
0	0	budbrigeren	NNS	4.40671924726425311370
0	0	budgeted	VVN	4.40671924726425311370
0	0	budget	NN	.05001042057466137642
0	0	bueller	NN	4.40671924726425311370
0	0	buget	NN	3.71357206670430780387
0	0	bullhead	NN	4.40671924726425311370
